"","fileName","fileNum","cumSumNum","uniqueUsers","cumSumUniq"
"1","2013Nov20_00.RData",70723,70723,56930,56930
"2","2013Nov20_01.RData",52433,123156,42799,99729
"3","2013Nov20_02.RData",30719,153875,25213,124942
"4","2013Nov20_03.RData",15564,169439,12837,137779
"5","2013Nov20_04.RData",7557,176996,6182,143961
"6","2013Nov20_05.RData",5235,182231,4034,147995
"7","2013Nov20_06.RData",9307,191538,7166,155161
"8","2013Nov20_07.RData",19003,210541,15244,170405
"9","2013Nov20_08.RData",28437,238978,22734,193139
"10","2013Nov20_09.RData",38752,277730,30804,223943
"11","2013Nov20_10.RData",49690,327420,39452,263395
"12","2013Nov20_11.RData",55119,382539,43513,306908
"13","2013Nov20_12.RData",58820,441359,46479,353387
"14","2013Nov20_13.RData",58103,499462,45833,399220
"15","2013Nov20_14.RData",58698,558160,46356,445576
"16","2013Nov20_15.RData",59047,617207,46535,492111
"17","2013Nov20_16.RData",58643,675850,46700,538811
"18","2013Nov20_17.RData",63615,739465,50440,589251
"19","2013Nov20_18.RData",50456,789921,39875,629126
"20","2013Nov20_20.RData",54884,844805,43352,672478
"21","2013Nov20_21.RData",78094,922899,61935,734413
"22","2013Nov20_22.RData",78632,1001531,62228,796641
"23","2013Nov20_23.RData",77025,1078556,61413,858054
"24","2013Nov21_00.RData",71797,1150353,57620,915674
"25","2013Nov21_01.RData",53151,1203504,43098,958772
"26","2013Nov21_02.RData",30764,1234268,25187,983959
"27","2013Nov21_03.RData",16335,1250603,13480,997439
"28","2013Nov21_04.RData",8374,1258977,6837,1004276
"29","2013Nov21_05.RData",5463,1264440,4310,1008586
"30","2013Nov21_06.RData",10089,1274529,8017,1016603
"31","2013Nov21_07.RData",19376,1293905,15556,1032159
"32","2013Nov21_08.RData",28196,1322101,22167,1054326
"33","2013Nov21_09.RData",40265,1362366,31723,1086049
"34","2013Nov21_10.RData",49609,1411975,39225,1125274
"35","2013Nov21_11.RData",55834,1467809,44229,1169503
"36","2013Nov21_12.RData",60043,1527852,47106,1216609
"37","2013Nov21_13.RData",59635,1587487,46851,1263460
"38","2013Nov21_14.RData",60473,1647960,46874,1310334
"39","2013Nov21_15.RData",60444,1708404,47763,1358097
"40","2013Nov21_16.RData",62465,1770869,49342,1407439
"41","2013Nov21_17.RData",66278,1837147,52187,1459626
"42","2013Nov21_18.RData",69539,1906686,54782,1514408
"43","2013Nov21_19.RData",73463,1980149,57492,1571900
"44","2013Nov21_20.RData",74797,2054946,58517,1630417
"45","2013Nov21_21.RData",77439,2132385,61160,1691577
"46","2013Nov21_22.RData",77087,2209472,60670,1752247
"47","2013Nov21_23.RData",76420,2285892,60613,1812860
"48","2013Nov22_00.RData",70122,2356014,56191,1869051
"49","2013Nov22_01.RData",53414,2409428,43102,1912153
"50","2013Nov22_02.RData",33029,2442457,26978,1939131
"51","2013Nov22_03.RData",19836,2462293,16198,1955329
"52","2013Nov22_04.RData",10649,2472942,8597,1963926
"53","2013Nov22_05.RData",7039,2479981,5296,1969222
"54","2013Nov22_06.RData",11657,2491638,8871,1978093
"55","2013Nov22_07.RData",21415,2513053,15935,1994028
"56","2013Nov22_08.RData",32690,2545743,24534,2018562
"57","2013Nov22_09.RData",44923,2590666,33947,2052509
"58","2013Nov22_10.RData",54668,2645334,42326,2094835
"59","2013Nov22_11.RData",61511,2706845,47486,2142321
"60","2013Nov22_12.RData",63175,2770020,48885,2191206
"61","2013Nov22_13.RData",61064,2831084,47194,2238400
"62","2013Nov22_14.RData",60905,2891989,46844,2285244
"63","2013Nov22_15.RData",60854,2952843,47070,2332314
"64","2013Nov22_16.RData",62179,3015022,48242,2380556
"65","2013Nov22_17.RData",64940,3079962,50894,2431450
"66","2013Nov22_18.RData",66292,3146254,51668,2483118
"67","2013Nov22_19.RData",64777,3211031,50645,2533763
"68","2013Nov22_20.RData",66765,3277796,52465,2586228
"69","2013Nov22_21.RData",69111,3346907,54361,2640589
"70","2013Nov22_22.RData",71151,3418058,56166,2696755
"71","2013Nov22_23.RData",69980,3488038,55342,2752097
"72","2013Nov23_00.RData",65995,3554033,53177,2805274
"73","2013Nov23_01.RData",51745,3605778,42186,2847460
"74","2013Nov23_02.RData",36358,3642136,29588,2877048
"75","2013Nov23_03.RData",23573,3665709,19261,2896309
"76","2013Nov23_04.RData",12217,3677926,10043,2906352
"77","2013Nov23_05.RData",7198,3685124,5725,2912077
"78","2013Nov23_06.RData",6730,3691854,5037,2917114
"79","2013Nov23_07.RData",9977,3701831,7617,2924731
"80","2013Nov23_08.RData",19745,3721576,15153,2939884
"81","2013Nov23_09.RData",34105,3755681,26949,2966833
"82","2013Nov23_10.RData",48875,3804556,38704,3005537
"83","2013Nov23_11.RData",58964,3863520,46452,3051989
"84","2013Nov23_12.RData",64927,3928447,51453,3103442
"85","2013Nov23_13.RData",63358,3991805,50166,3153608
"86","2013Nov23_14.RData",64995,4056800,50017,3203625
"87","2013Nov23_15.RData",62607,4119407,48885,3252510
"88","2013Nov23_16.RData",60095,4179502,47905,3300415
"89","2013Nov23_17.RData",64452,4243954,51166,3351581
"90","2013Nov23_18.RData",66203,4310157,51803,3403384
"91","2013Nov23_19.RData",67315,4377472,53216,3456600
"92","2013Nov23_20.RData",67980,4445452,53718,3510318
"93","2013Nov23_21.RData",69921,4515373,55259,3565577
"94","2013Nov23_22.RData",70572,4585945,56232,3621809
"95","2013Nov23_23.RData",69597,4655542,56015,3677824
"96","2013Nov24_00.RData",67649,4723191,54577,3732401
"97","2013Nov24_01.RData",57219,4780410,46979,3779380
"98","2013Nov24_02.RData",43011,4823421,35246,3814626
"99","2013Nov24_03.RData",28030,4851451,23082,3837708
"100","2013Nov24_04.RData",16061,4867512,13117,3850825
"101","2013Nov24_05.RData",8870,4876382,7114,3857939
"102","2013Nov24_06.RData",5393,4881775,4212,3862151
"103","2013Nov24_07.RData",7827,4889602,5896,3868047
"104","2013Nov24_08.RData",15797,4905399,12191,3880238
"105","2013Nov24_09.RData",29344,4934743,23352,3903590
"106","2013Nov24_10.RData",44119,4978862,35332,3938922
"107","2013Nov24_11.RData",57756,5036618,45720,3984642
"108","2013Nov24_12.RData",65836,5102454,51915,4036557
"109","2013Nov24_13.RData",66555,5169009,52800,4089357
"110","2013Nov24_14.RData",67509,5236518,53649,4143006
"111","2013Nov24_15.RData",66673,5303191,52970,4195976
"112","2013Nov24_16.RData",62519,5365710,50285,4246261
"113","2013Nov24_17.RData",67101,5432811,53397,4299658
"114","2013Nov24_18.RData",67916,5500727,54329,4353987
"115","2013Nov24_19.RData",69524,5570251,55390,4409377
"116","2013Nov24_20.RData",66817,5637068,53910,4463287
"117","2013Nov24_21.RData",68652,5705720,55037,4518324
"118","2013Nov24_22.RData",64131,5769851,51567,4569891
"119","2013Nov24_23.RData",70511,5840362,56975,4626866
"120","2013Nov25_00.RData",70406,5910768,57183,4684049
"121","2013Nov25_01.RData",62011,5972779,50364,4734413
"122","2013Nov25_02.RData",38665,6011444,31836,4766249
"123","2013Nov25_03.RData",20519,6031963,17102,4783351
"124","2013Nov25_04.RData",10855,6042818,8843,4792194
"125","2013Nov25_05.RData",6167,6048985,4916,4797110
"126","2013Nov25_06.RData",9349,6058334,7263,4804373
"127","2013Nov25_07.RData",17300,6075634,13588,4817961
"128","2013Nov25_08.RData",25694,6101328,20385,4838346
"129","2013Nov25_09.RData",36078,6137406,28771,4867117
"130","2013Nov25_10.RData",48231,6185637,38875,4905992
"131","2013Nov25_11.RData",59415,6245052,47498,4953490
"132","2013Nov25_12.RData",62761,6307813,50105,5003595
"133","2013Nov25_13.RData",62137,6369950,49230,5052825
"134","2013Nov25_14.RData",62204,6432154,49285,5102110
"135","2013Nov25_15.RData",64154,6496308,51368,5153478
"136","2013Nov25_16.RData",63468,6559776,50522,5204000
"137","2013Nov25_17.RData",66596,6626372,53450,5257450
"138","2013Nov25_18.RData",70610,6696982,55801,5313251
"139","2013Nov25_19.RData",75214,6772196,59666,5372917
"140","2013Nov25_20.RData",77002,6849198,61131,5434048
"141","2013Nov25_21.RData",77951,6927149,61804,5495852
"142","2013Nov25_22.RData",79143,7006292,62698,5558550
"143","2013Nov25_23.RData",77373,7083665,61744,5620294
"144","2013Nov26_00.RData",74230,7157895,59820,5680114
"145","2013Nov26_01.RData",61571,7219466,49837,5729951
"146","2013Nov26_02.RData",38760,7258226,31739,5761690
"147","2013Nov26_03.RData",23286,7281512,19019,5780709
"148","2013Nov26_04.RData",11540,7293052,9569,5790278
"149","2013Nov26_05.RData",7177,7300229,5863,5796141
"150","2013Nov26_06.RData",10670,7310899,8265,5804406
"151","2013Nov26_07.RData",19535,7330434,15297,5819703
"152","2013Nov26_08.RData",28456,7358890,22390,5842093
"153","2013Nov26_09.RData",39350,7398240,31446,5873539
"154","2013Nov26_10.RData",50947,7449187,40589,5914128
"155","2013Nov26_11.RData",59581,7508768,47438,5961566
"156","2013Nov26_12.RData",63458,7572226,50503,6012069
"157","2013Nov26_13.RData",64007,7636233,50736,6062805
"158","2013Nov26_14.RData",64382,7700615,51437,6114242
"159","2013Nov26_15.RData",64590,7765205,51085,6165327
"160","2013Nov26_16.RData",66226,7831431,52700,6218027
"161","2013Nov26_17.RData",65729,7897160,52438,6270465
"162","2013Nov26_18.RData",69280,7966440,55539,6326004
"163","2013Nov26_19.RData",72439,8038879,57345,6383349
"164","2013Nov26_20.RData",73670,8112549,58437,6441786
"165","2013Nov26_21.RData",74549,8187098,58988,6500774
"166","2013Nov26_22.RData",77279,8264377,61136,6561910
"167","2013Nov26_23.RData",75965,8340342,60257,6622167
"168","2013Nov27_00.RData",73532,8413874,59302,6681469
"169","2013Nov27_01.RData",66404,8480278,53961,6735430
"170","2013Nov27_02.RData",47450,8527728,38388,6773818
"171","2013Nov27_03.RData",28004,8555732,22897,6796715
"172","2013Nov27_04.RData",14116,8569848,11549,6808264
"173","2013Nov27_05.RData",8486,8578334,6816,6815080
"174","2013Nov27_06.RData",9125,8587459,7113,6822193
"175","2013Nov27_07.RData",14993,8602452,11658,6833851
"176","2013Nov27_08.RData",19995,8622447,15362,6849213
"177","2013Nov27_09.RData",29418,8651865,23193,6872406
"178","2013Nov27_10.RData",40897,8692762,32324,6904730
"179","2013Nov27_11.RData",23605,8716367,18917,6923647
"180","2013Nov27_12.RData",18809,8735176,14715,6938362
"181","2013Nov27_13.RData",36995,8772171,29471,6967833
"182","2013Nov27_14.RData",25578,8797749,20285,6988118
"183","2013Nov27_15.RData",15400,8813149,12270,7000388
"184","2013Nov27_16.RData",35435,8848584,27801,7028189
"185","2013Nov27_17.RData",36804,8885388,29402,7057591
"186","2013Nov27_18.RData",60089,8945477,47491,7105082
"187","2013Nov27_19.RData",35368,8980845,28001,7133083
"188","2013Nov27_20.RData",36004,9016849,28858,7161941
"189","2013Nov27_21.RData",25751,9042600,20632,7182573
"190","2013Nov27_22.RData",27069,9069669,21665,7204238
"191","2013Nov27_23.RData",32726,9102395,26358,7230596
"192","2013Nov28_00.RData",39403,9141798,31740,7262336
"193","2013Nov28_01.RData",25065,9166863,20093,7282429
"194","2013Nov28_02.RData",15816,9182679,12816,7295245
"195","2013Nov28_03.RData",16123,9198802,13151,7308396
"196","2013Nov28_04.RData",3958,9202760,3233,7311629
"197","2013Nov28_05.RData",4834,9207594,3828,7315457
"198","2013Nov28_06.RData",4537,9212131,3485,7318942
"199","2013Nov28_07.RData",8025,9220156,5895,7324837
"200","2013Nov28_08.RData",17696,9237852,13182,7338019
"201","2013Nov28_09.RData",19444,9257296,13816,7351835
"202","2013Nov28_10.RData",35589,9292885,24386,7376221
"203","2013Nov28_11.RData",19481,9312366,13427,7389648
"204","2013Nov28_12.RData",24078,9336444,16655,7406303
"205","2013Nov28_13.RData",38000,9374444,26972,7433275
"206","2013Nov28_14.RData",33213,9407657,24289,7457564
"207","2013Nov28_15.RData",25910,9433567,19597,7477161
"208","2013Nov28_16.RData",30925,9464492,23402,7500563
"209","2013Nov28_17.RData",24067,9488559,19018,7519581
"210","2013Nov28_18.RData",42929,9531488,34113,7553694
"211","2013Nov28_19.RData",41922,9573410,33242,7586936
"212","2013Nov28_20.RData",26799,9600209,21575,7608511
"213","2013Nov28_21.RData",34969,9635178,28073,7636584
"214","2013Nov28_22.RData",12372,9647550,10093,7646677
"215","2013Nov28_23.RData",30476,9678026,24874,7671551
"216","2013Nov29_00.RData",38819,9716845,31804,7703355
"217","2013Nov29_01.RData",19304,9736149,15955,7719310
"218","2013Nov29_02.RData",25079,9761228,20902,7740212
"219","2013Nov29_03.RData",17835,9779063,14930,7755142
"220","2013Nov29_04.RData",7315,9786378,6190,7761332
"221","2013Nov29_05.RData",4153,9790531,3441,7764773
"222","2013Nov29_06.RData",6759,9797290,5304,7770077
"223","2013Nov29_07.RData",4555,9801845,3359,7773436
"224","2013Nov29_08.RData",10125,9811970,7746,7781182
"225","2013Nov29_09.RData",13934,9825904,10709,7791891
"226","2013Nov29_10.RData",12557,9838461,9995,7801886
"227","2013Nov29_11.RData",39407,9877868,30735,7832621
"228","2013Nov29_12.RData",30375,9908243,23512,7856133
"229","2013Nov29_13.RData",26270,9934513,20878,7877011
"230","2013Nov29_14.RData",32859,9967372,26028,7903039
"231","2013Nov29_15.RData",26653,9994025,21145,7924184
"232","2013Nov29_16.RData",35371,10029396,28010,7952194
"233","2013Nov29_17.RData",27036,10056432,21579,7973773
"234","2013Nov29_18.RData",34015,10090447,27350,8001123
"235","2013Nov29_19.RData",39835,10130282,31652,8032775
"236","2013Nov29_20.RData",32876,10163158,26253,8059028
"237","2013Nov29_21.RData",37674,10200832,30120,8089148
"238","2013Nov29_22.RData",19989,10220821,16043,8105191
"239","2013Nov29_23.RData",43049,10263870,34491,8139682
"240","2013Nov30_00.RData",52470,10316340,42906,8182588
"241","2013Nov30_01.RData",24410,10340750,19887,8202475
"242","2013Nov30_02.RData",33935,10374685,27837,8230312
"243","2013Nov30_03.RData",12879,10387564,10710,8241022
"244","2013Nov30_04.RData",6311,10393875,5263,8246285
"245","2013Nov30_05.RData",3736,10397611,3115,8249400
"246","2013Nov30_06.RData",3394,10401005,2764,8252164
"247","2013Nov30_07.RData",4102,10405107,3171,8255335
"248","2013Nov30_08.RData",9808,10414915,7559,8262894
"249","2013Nov30_09.RData",16828,10431743,13542,8276436
"250","2013Nov30_10.RData",13313,10445056,10787,8287223
"251","2013Nov30_11.RData",25138,10470194,20052,8307275
"252","2013Nov30_12.RData",20221,10490415,16317,8323592
"253","2013Nov30_13.RData",26877,10517292,21660,8345252
"254","2013Nov30_14.RData",27426,10544718,21976,8367228
"255","2013Nov30_15.RData",19321,10564039,15310,8382538
"256","2013Nov30_16.RData",34605,10598644,27830,8410368
"257","2013Nov30_17.RData",57504,10656148,46153,8456521
"258","2013Nov30_18.RData",28321,10684469,22752,8479273
"259","2013Nov30_19.RData",27655,10712124,22766,8502039
"260","2013Nov30_20.RData",40424,10752548,32158,8534197
"261","2013Nov30_21.RData",28010,10780558,22487,8556684
"262","2013Nov30_22.RData",38059,10818617,31058,8587742
"263","2013Nov30_23.RData",28150,10846767,23005,8610747
"264","2013Dec01_00.RData",36257,10883024,29623,8640370
"265","2013Dec01_01.RData",49848,10932872,40912,8681282
"266","2013Dec01_02.RData",30687,10963559,25291,8706573
"267","2013Dec01_03.RData",20346,10983905,16833,8723406
"268","2013Dec01_04.RData",9891,10993796,8296,8731702
"269","2013Dec01_05.RData",7002,11000798,5861,8737563
"270","2013Dec01_06.RData",3383,11004181,2714,8740277
"271","2013Dec01_07.RData",4763,11008944,3698,8743975
"272","2013Dec01_08.RData",6672,11015616,5199,8749174
"273","2013Dec01_09.RData",12758,11028374,10021,8759195
"274","2013Dec01_10.RData",20853,11049227,16766,8775961
"275","2013Dec01_11.RData",26297,11075524,20953,8796914
"276","2013Dec01_12.RData",30748,11106272,24802,8821716
"277","2013Dec01_13.RData",27404,11133676,22099,8843815
"278","2013Dec01_14.RData",17848,11151524,14413,8858228
"279","2013Dec01_15.RData",44828,11196352,36164,8894392
"280","2013Dec01_16.RData",28517,11224869,23026,8917418
"281","2013Dec01_17.RData",36500,11261369,29357,8946775
"282","2013Dec01_18.RData",38442,11299811,31124,8977899
"283","2013Dec01_19.RData",40671,11340482,32735,9010634
"284","2013Dec01_20.RData",32342,11372824,26077,9036711
"285","2013Dec01_21.RData",37701,11410525,30204,9066915
"286","2013Dec01_22.RData",40690,11451215,32885,9099800
"287","2013Dec01_23.RData",12962,11464177,10501,9110301
"288","2013Dec02_00.RData",35010,11499187,28537,9138838
"289","2013Dec02_01.RData",20580,11519767,16894,9155732
"290","2013Dec02_02.RData",32053,11551820,26473,9182205
"291","2013Dec02_03.RData",18095,11569915,14985,9197190
"292","2013Dec02_04.RData",5333,11575248,4432,9201622
"293","2013Dec02_05.RData",2139,11577387,1687,9203309
"294","2013Dec02_06.RData",2464,11579851,1916,9205225
"295","2013Dec02_07.RData",9022,11588873,7250,9212475
"296","2013Dec02_08.RData",13746,11602619,11129,9223604
"297","2013Dec02_09.RData",26797,11629416,21712,9245316
"298","2013Dec02_10.RData",43152,11672568,34763,9280079
"299","2013Dec02_11.RData",50561,11723129,40625,9320704
"300","2013Dec02_12.RData",53442,11776571,43098,9363802
"301","2013Dec02_13.RData",54446,11831017,43215,9407017
"302","2013Dec02_14.RData",56390,11887407,44636,9451653
"303","2013Dec02_15.RData",57928,11945335,46156,9497809
"304","2013Dec02_16.RData",60037,12005372,47859,9545668
"305","2013Dec02_17.RData",62607,12067979,50178,9595846
"306","2013Dec02_18.RData",68140,12136119,54470,9650316
"307","2013Dec02_19.RData",72950,12209069,58221,9708537
"308","2013Dec02_20.RData",68113,12277182,54430,9762967
"309","2013Dec02_21.RData",42007,12319189,33464,9796431
"310","2013Dec02_22.RData",79341,12398530,62891,9859322
"311","2013Dec02_23.RData",79702,12478232,63379,9922701
"312","2013Dec03_00.RData",76704,12554936,61568,9984269
"313","2013Dec03_01.RData",65038,12619974,52989,10037258
"314","2013Dec03_02.RData",39698,12659672,32582,10069840
"315","2013Dec03_03.RData",20236,12679908,16520,10086360
"316","2013Dec03_04.RData",9846,12689754,8097,10094457
"317","2013Dec03_05.RData",6649,12696403,5230,10099687
"318","2013Dec03_06.RData",9627,12706030,7599,10107286
"319","2013Dec03_07.RData",18695,12724725,14640,10121926
"320","2013Dec03_08.RData",26342,12751067,20728,10142654
"321","2013Dec03_09.RData",35298,12786365,28151,10170805
"322","2013Dec03_10.RData",47087,12833452,37017,10207822
"323","2013Dec03_11.RData",52428,12885880,41534,10249356
"324","2013Dec03_12.RData",56183,12942063,43994,10293350
"325","2013Dec03_13.RData",57459,12999522,45494,10338844
"326","2013Dec03_14.RData",58057,13057579,46094,10384938
"327","2013Dec03_15.RData",59240,13116819,46833,10431771
"328","2013Dec03_16.RData",61335,13178154,48376,10480147
"329","2013Dec03_17.RData",64015,13242169,50841,10530988
"330","2013Dec03_18.RData",66784,13308953,53026,10584014
"331","2013Dec03_19.RData",72105,13381058,57218,10641232
"332","2013Dec03_20.RData",63067,13444125,50149,10691381
"333","2013Dec03_21.RData",68562,13512687,54262,10745643
"334","2013Dec03_22.RData",81436,13594123,64675,10810318
"335","2013Dec03_23.RData",79895,13674018,63753,10874071
"336","2013Dec04_00.RData",76213,13750231,61662,10935733
"337","2013Dec04_01.RData",62752,13812983,51211,10986944
"338","2013Dec04_02.RData",38696,13851679,31765,11018709
"339","2013Dec04_03.RData",21134,13872813,17373,11036082
"340","2013Dec04_04.RData",9862,13882675,8213,11044295
"341","2013Dec04_05.RData",6290,13888965,5048,11049343
"342","2013Dec04_06.RData",10720,13899685,8284,11057627
"343","2013Dec04_07.RData",18996,13918681,14826,11072453
"344","2013Dec04_08.RData",27549,13946230,21736,11094189
"345","2013Dec04_09.RData",37554,13983784,29864,11124053
"346","2013Dec04_10.RData",48513,14032297,38767,11162820
"347","2013Dec04_11.RData",56750,14089047,44824,11207644
"348","2013Dec04_12.RData",59247,14148294,47133,11254777
"349","2013Dec04_13.RData",58878,14207172,46390,11301167
"350","2013Dec04_14.RData",59473,14266645,46736,11347903
"351","2013Dec04_15.RData",61156,14327801,48283,11396186
"352","2013Dec04_16.RData",63216,14391017,49573,11445759
"353","2013Dec04_17.RData",65953,14456970,51955,11497714
"354","2013Dec04_18.RData",68841,14525811,54160,11551874
"355","2013Dec04_19.RData",75664,14601475,59882,11611756
"356","2013Dec04_20.RData",77474,14678949,61187,11672943
"357","2013Dec04_21.RData",79546,14758495,62625,11735568
"358","2013Dec04_22.RData",79513,14838008,62888,11798456
"359","2013Dec04_23.RData",79551,14917559,63052,11861508
"360","2013Dec05_00.RData",78663,14996222,62806,11924314
"361","2013Dec05_01.RData",65123,15061345,52303,11976617
"362","2013Dec05_02.RData",38895,15100240,31713,12008330
"363","2013Dec05_03.RData",22371,15122611,18150,12026480
"364","2013Dec05_04.RData",10784,15133395,8837,12035317
"365","2013Dec05_05.RData",6960,15140355,5422,12040739
"366","2013Dec05_06.RData",10439,15150794,8315,12049054
"367","2013Dec05_07.RData",19105,15169899,15088,12064142
"368","2013Dec05_08.RData",27420,15197319,21444,12085586
"369","2013Dec05_09.RData",38475,15235794,30237,12115823
"370","2013Dec05_10.RData",49156,15284950,38725,12154548
"371","2013Dec05_11.RData",56176,15341126,44043,12198591
"372","2013Dec05_12.RData",58142,15399268,45780,12244371
"373","2013Dec05_13.RData",61256,15460524,47457,12291828
"374","2013Dec05_14.RData",60260,15520784,47482,12339310
"375","2013Dec05_15.RData",60931,15581715,48030,12387340
"376","2013Dec05_16.RData",61665,15643380,48546,12435886
"377","2013Dec05_17.RData",63505,15706885,50848,12486734
"378","2013Dec05_18.RData",68503,15775388,54333,12541067
"379","2013Dec05_19.RData",72222,15847610,57216,12598283
"380","2013Dec05_20.RData",74037,15921647,58881,12657164
"381","2013Dec05_21.RData",77777,15999424,61227,12718391
"382","2013Dec05_22.RData",77841,16077265,61531,12779922
"383","2013Dec05_23.RData",77868,16155133,62081,12842003
"384","2013Dec06_00.RData",77439,16232572,61950,12903953
"385","2013Dec06_01.RData",64032,16296604,51533,12955486
"386","2013Dec06_02.RData",40796,16337400,32388,12987874
"387","2013Dec06_03.RData",24701,16362101,19781,13007655
"388","2013Dec06_04.RData",12193,16374294,9896,13017551
"389","2013Dec06_05.RData",7908,16382202,6307,13023858
"390","2013Dec06_06.RData",11961,16394163,9230,13033088
"391","2013Dec06_07.RData",20885,16415048,15906,13048994
"392","2013Dec06_08.RData",30417,16445465,22909,13071903
"393","2013Dec06_09.RData",40815,16486280,31603,13103506
"394","2013Dec06_10.RData",53499,16539779,41442,13144948
"395","2013Dec06_11.RData",66215,16605994,51390,13196338
"396","2013Dec06_12.RData",70970,16676964,55112,13251450
"397","2013Dec06_13.RData",68389,16745353,53113,13304563
"398","2013Dec06_14.RData",64673,16810026,50102,13354665
"399","2013Dec06_15.RData",64563,16874589,50042,13404707
"400","2013Dec06_16.RData",64649,16939238,50106,13454813
"401","2013Dec06_17.RData",66063,17005301,51476,13506289
"402","2013Dec06_18.RData",68088,17073389,53352,13559641
"403","2013Dec06_19.RData",69364,17142753,54049,13613690
"404","2013Dec06_20.RData",72658,17215411,56658,13670348
"405","2013Dec06_21.RData",74375,17289786,58580,13728928
"406","2013Dec06_22.RData",75461,17365247,58996,13787924
"407","2013Dec06_23.RData",74722,17439969,59040,13846964
"408","2013Dec07_00.RData",72695,17512664,58091,13905055
"409","2013Dec07_01.RData",63112,17575776,51141,13956196
"410","2013Dec07_02.RData",45051,17620827,36386,13992582
"411","2013Dec07_03.RData",28653,17649480,23398,14015980
"412","2013Dec07_04.RData",16232,17665712,13246,14029226
"413","2013Dec07_05.RData",8381,17674093,6725,14035951
"414","2013Dec07_06.RData",6505,17680598,5031,14040982
"415","2013Dec07_07.RData",9047,17689645,6946,14047928
"416","2013Dec07_08.RData",17330,17706975,13291,14061219
"417","2013Dec07_09.RData",29797,17736772,23425,14084644
"418","2013Dec07_10.RData",44329,17781101,34930,14119574
"419","2013Dec07_11.RData",57699,17838800,45530,14165104
"420","2013Dec07_12.RData",65009,17903809,50986,14216090
"421","2013Dec07_13.RData",67773,17971582,53017,14269107
"422","2013Dec07_14.RData",66149,18037731,51720,14320827
"423","2013Dec07_15.RData",65409,18103140,51309,14372136
"424","2013Dec07_16.RData",64631,18167771,51336,14423472
"425","2013Dec07_17.RData",65348,18233119,51754,14475226
"426","2013Dec07_18.RData",66056,18299175,52340,14527566
"427","2013Dec07_19.RData",67500,18366675,53303,14580869
"428","2013Dec07_20.RData",69124,18435799,55064,14635933
"429","2013Dec07_21.RData",70367,18506166,55954,14691887
"430","2013Dec07_22.RData",73298,18579464,57905,14749792
"431","2013Dec07_23.RData",69764,18649228,55625,14805417
"432","2013Dec08_00.RData",75588,18724816,60570,14865987
"433","2013Dec08_01.RData",67528,18792344,54333,14920320
"434","2013Dec08_02.RData",53923,18846267,43835,14964155
"435","2013Dec08_03.RData",35431,18881698,28809,14992964
"436","2013Dec08_04.RData",20441,18902139,17176,15010140
"437","2013Dec08_05.RData",10860,18912999,8856,15018996
"438","2013Dec08_06.RData",6884,18919883,5404,15024400
"439","2013Dec08_07.RData",7324,18927207,5339,15029739
"440","2013Dec08_08.RData",12836,18940043,9839,15039578
"441","2013Dec08_09.RData",25004,18965047,19631,15059209
"442","2013Dec08_10.RData",41059,19006106,32602,15091811
"443","2013Dec08_11.RData",57075,19063181,45163,15136974
"444","2013Dec08_12.RData",64348,19127529,51279,15188253
"445","2013Dec08_13.RData",58531,19186060,46706,15234959
"446","2013Dec08_14.RData",61362,19247422,49010,15283969
"447","2013Dec08_15.RData",64606,19312028,51653,15335622
"448","2013Dec08_16.RData",64904,19376932,52052,15387674
"449","2013Dec08_17.RData",71397,19448329,56225,15443899
"450","2013Dec08_18.RData",51480,19499809,40973,15484872
"451","2013Dec08_19.RData",73777,19573586,58465,15543337
"452","2013Dec08_20.RData",75894,19649480,60350,15603687
"453","2013Dec08_21.RData",76258,19725738,60508,15664195
"454","2013Dec08_22.RData",78752,19804490,62225,15726420
"455","2013Dec08_23.RData",78316,19882806,62244,15788664
"456","2013Dec09_00.RData",77458,19960264,62232,15850896
"457","2013Dec09_01.RData",70851,20031115,57415,15908311
"458","2013Dec09_02.RData",47893,20079008,38943,15947254
"459","2013Dec09_03.RData",28071,20107079,22814,15970068
"460","2013Dec09_04.RData",14725,20121804,11767,15981835
"461","2013Dec09_05.RData",8332,20130136,6845,15988680
"462","2013Dec09_06.RData",10721,20140857,8697,15997377
"463","2013Dec09_07.RData",17169,20158026,13789,16011166
"464","2013Dec09_08.RData",26271,20184297,20971,16032137
"465","2013Dec09_09.RData",34452,20218749,27426,16059563
"466","2013Dec09_10.RData",45144,20263893,35831,16095394
"467","2013Dec09_11.RData",52615,20316508,41745,16137139
"468","2013Dec09_12.RData",57800,20374308,45371,16182510
"469","2013Dec09_13.RData",58665,20432973,46564,16229074
"470","2013Dec09_14.RData",59877,20492850,47461,16276535
"471","2013Dec09_15.RData",61432,20554282,48934,16325469
"472","2013Dec09_16.RData",63134,20617416,50403,16375872
"473","2013Dec09_17.RData",67436,20684852,53336,16429208
"474","2013Dec09_18.RData",73113,20757965,57774,16486982
"475","2013Dec09_19.RData",76086,20834051,59858,16546840
"476","2013Dec09_20.RData",77785,20911836,61427,16608267
"477","2013Dec09_21.RData",80187,20992023,63111,16671378
"478","2013Dec09_22.RData",81825,21073848,64237,16735615
"479","2013Dec09_23.RData",82328,21156176,64976,16800591
"480","2013Dec10_00.RData",79797,21235973,63716,16864307
"481","2013Dec10_01.RData",68077,21304050,54901,16919208
"482","2013Dec10_02.RData",44473,21348523,36407,16955615
"483","2013Dec10_03.RData",24871,21373394,20508,16976123
